CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM
1224	400	18368	155661	Amino Acid	Glutathione Metabolism	586	NAMED	KDJVKDYFFTWHBO-UHFFFAOYSA-N	O=C(NCC(O)=O)C(N)CSSCC(N)C(NCC(O)=O)=O	"cys-gly, oxidized"	"cys-gly, oxidized"	7729-20-6	295316			333293	Pos Early
100001437	400	35159	161190	Amino Acid	Glutathione Metabolism	581	NAMED	BNRXZEPOHPEEAS-UHFFFAOYSA-N	NC(C(O)=O)CCC(NC(CSSCC(N)C(O)=O)C(NCC(O)=O)=O)=O	cysteine-glutathione disulfide	cysteine-glutathione disulfide	13081-14-6	3455404	HMDB0000656	R00900	3080690	Pos Early
100002466	400	62103	218949	Amino Acid	Glutathione Metabolism	585	NAMED	ZHRLECIZINSPKL-AKGZTFGVSA-N	OC(CNC(C(N)CSSC[C@@H](C(O)=O)N)=O)=O	cysteinylglycine disulfide*	cysteinylglycine disulfide*	70555-24-7	17215992	HMDB0000709		22833544	Pos Early
100008928	305	52281	164309	Amino Acid	Glutathione Metabolism	590	NAMED	AFENDNXGAFYKQO-UHFFFAOYSA-N	CCC(O)C(O)=O	2-hydroxybutyrate/2-hydroxyisobutyrate	2-hydroxybutyrate/2-hydroxyisobutyrate			"HMDB0000729,HMDB00008"	"C21297,C05984"	"440864,4277439"	Polar
1254	209	15122	126021	Lipid	Glycerolipid Metabolism	2865	NAMED	PEDCQBHIVMGVHV-UHFFFAOYSA-N	OC(CO)CO	glycerol	glycerol	56-81-5	733	HMDB0000131	C00116	753	Neg
100000258	400	43847	157058	Lipid	Glycerolipid Metabolism	2866	NAMED	AWUCVROLDVIAJX-UHFFFAOYSA-N	O=P(O)(OCC(CO)O)O	glycerol 3-phosphate	glycerol 3-phosphate	29849-82-9	734	HMDB0000126	C0093	754	Pos Early
340	400	58	160611	Amino Acid	"Glycine, Serine and Threonine Metabolism"	1	NAMED	DHMQDGOQFOQNFH-UHFFFAOYSA-N	NCC(O)=O	glycine	glycine	56-40-6	730	HMDB0000123	C00037	750	Pos Early
503	400	1648	155437	Amino Acid	"Glycine, Serine and Threonine Metabolism"	10	NAMED	MTCFGRXMJLQNBG-REOHCLBHSA-N	OC([C@@H](N)CO)=O	serine	serine	56-45-1	5736	HMDB0000187	C00065	5951	Pos Early
564	400	1284	155352	Amino Acid	"Glycine, Serine and Threonine Metabolism"	17	NAMED	AYFVYJQAPQTCCC-GBXIJSLDSA-N	N[C@H](C(O)=O)[C@H](O)C	threonine	threonine	72-19-5	6051	HMDB0000167	C00188	6288	Pos Early
799	400	3141	155487	Amino Acid	"Glycine, Serine and Threonine Metabolism"	7	NAMED	KWIUHFFTVRNATP-UHFFFAOYSA-N	O=C(C[N+](C)(C)C)[O-]	betaine	betaine	107-43-7	"19951173,242"	HMDB0000043	C00719	247	Pos Early
806	400	5086	155492	Amino Acid	"Glycine, Serine and Threonine Metabolism"	6	NAMED	FFDGPVCHZBVARC-UHFFFAOYSA-N	CN(C)CC(O)=O	dimethylglycine	dimethylglycine	1118-68-9	653	HMDB0000092	C03626	673	Pos Early
1023	400	1516	155390	Amino Acid	"Glycine, Serine and Threonine Metabolism"	5	NAMED	FSYKKLYZXJSNPZ-UHFFFAOYSA-N	CNCC(O)=O	sarcosine	sarcosine	107-97-1	1057	HMDB0000271	C00213	1088	Pos Early
100001006	400	27710	155837	Amino Acid	"Glycine, Serine and Threonine Metabolism"	2	NAMED	OKJIRPAQVSHGFK-UHFFFAOYSA-N	O=C(O)C(NC(C)=O)[H]	N-acetylglycine	N-acetylglycine	543-24-8	10507	HMDB0000532		10972	Pos Early
100001129	305	31539	146936	Amino Acid	"Glycine, Serine and Threonine Metabolism"	23	NAMED	FCXZBWSIAGGPCB-YFKPBYRVSA-N	N[C@H](C(O)=O)CCOC(C)=O	O-acetylhomoserine	O-acetylhomoserine	7540-67-2	388506	HMDB0029423	C01077	439389	Polar
100001274	209	33939	126095	Amino Acid	"Glycine, Serine and Threonine Metabolism"	18	NAMED	PEDXUVCGOLSNLQ-UHFFFAOYSA-N	CC(O)C(C(O)=O)NC(C)=O	N-acetylthreonine	N-acetylthreonine	17093-74-2	3841173	HMDB0062557		152204	Neg
100001851	305	37076	147598	Amino Acid	"Glycine, Serine and Threonine Metabolism"	11	NAMED	JJIHLJJYMXLCOY-BYPYZUCNSA-N	OC[C@@H](C(O)=O)NC(C)=O	N-acetylserine	N-acetylserine	97-14-3	58744	HMDB0002931		65249	Polar
100009246	400	53229	179277	Amino Acid	"Glycine, Serine and Threonine Metabolism"	16	NAMED	CDUUKBXTEOFITR-UHFFFAOYSA-N	OCC(N)(C)C(O)=O	2-methylserine	2-methylserine		85112		C02115	94309	Pos Early
913	305	15586	146486	Carbohydrate	Glycogen Metabolism	1317	NAMED	GUBGYTABKSRVRQ-ASMJPISFSA-N	O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@H](O[C@@H]2CO)O)O)O)O	maltose	maltose	6363-53-7	388469	HMDB0000163	C00208	10991489	Polar
132	400	1414	155361	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	1254	NAMED	OSJPPGNTCRNQQC-UHFFFAOYSA-N	OC(C(O)=O)COP(O)(O)=O	3-phosphoglycerate	3-phosphoglycerate	80731-10-8	10669764	HMDB0000807	C00597	724	Pos Early
482	209	527	123163	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	1257	NAMED	JVTAAEKCZFNVCJ-UHFFFAOYSA-N	CC(O)C(O)=O	lactate	lactate	79-33-4	592	HMDB0000190	C00186	612	Neg
572	305	48152	151982	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	1240	NAMED	WQZGKKKJIJFFOK-DVKNGEFBSA-N	O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	glucose	glucose	50-99-7	71358	HMDB0000122	C00031	5793	Polar
823	305	48990	160586	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	1256	NAMED	LCTONWCANYUPML-UHFFFAOYSA-N	CC(C(O)=O)=O	pyruvate	pyruvate	127-17-3	96901	HMDB0000243	C00022	1060	Polar
1052	305	1572	146444	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	1260	NAMED	RBNPOMFGQQGHHO-UHFFFAOYSA-N	O=C(O)C(O)CO	glycerate	glycerate	600-19-1	732	"HMDB0000139,HMDB0006372"	C00258	"439194,752"	Polar
1227	209	15664	127539	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	1248	NAMED	XOHUEYCVLUUEJJ-UWTATZPHSA-N	O=C(O)[C@H](OP(O)(O)=O)COP(O)(O)=O	"2,3-diphosphoglycerate"	"2,3-diphosphoglycerate"	102783-53-9	161681	HMDB0001294	C01159	186004	Neg
100000580	209	20675	123293	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	1237	NAMED	MPCAJMNYNOGXPB-SLPGGIOYSA-N	O[C@@H]1[C@@H](CO)OC[C@H](O)[C@H]1O	"1,5-anhydroglucitol (1,5-AG)"	"1,5-anhydroglucitol (1,5-AG)"	154-58-5		HMDB0002712	C07326	64960	Neg
100000096	400	15681	155572	Amino Acid	Guanidino and Acetamido Metabolism	571	NAMED	TUHVEAJXIMEOSA-UHFFFAOYSA-N	N=C(N)NCCCC(O)=O	4-guanidinobutanoate	4-guanidinobutanoate	"463-003,463-00-3"	486	HMDB0003464	C01035	500	Pos Early
100000715	400	48114	157704	Amino Acid	Guanidino and Acetamido Metabolism	570	NAMED	CHJJGSNFBQVOTG-UHFFFAOYSA-N	N=C(N)NC	1-methylguanidine	1-methylguanidine	22661-87-6	28576	HMDB0001522	C02294	10111	Pos Early
250	402	2137	158009	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	4439	NAMED	QBUVFDKTZJNUPP-YBRAVLHJSA-N	CC1=C(/C=C(N2)/C(C=C)=C(C)C2=O)NC(/C=C3C(CCC(O)=O)=C(C)C(/C=C(N4)\C(C)=C(C=C)C4=O)=N\3)=C1CCC(O)=O	biliverdin	biliverdin	"55482-27-4,55482-27-4"	10628548	HMDB0001008	C00500	5280353	Pos Late
1090	402	43807	159596	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	4436	NAMED	BPYKTIZUTYGOLE-KDUUSRDASA-N	CC(C(N\1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C/4C)=O)N3)N2	"bilirubin (Z,Z)"	bilirubin	635-65-4	4444055	HMDB0000054	C00486	5280352	Pos Late
100001226	209	32426	144353	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	4440	NAMED	OBHRVMZSZIDDEK-UHFFFAOYSA-N	CC1=C(CC(NC2=O)C(CC)=C2C)NC(CC3=C(CCC(O)=O)C(C)=C(CC(NC4=O)C(C)=C4CC)N3)=C1CCC(O)=O	I-urobilinogen	I-urobilinogen	14684-37-8	24980	HMDB0004157	C05789	9548718	Neg
100001950	402	32586	158528	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	4437	NAMED	BPYKTIZUTYGOLE-VVCLLGATSA-N	CC(C(N/1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C\4C)=O)N3)N2	"bilirubin (E,E)*"	"bilirubin (E,E)*"		4474753	HMDB0240584		129320511	Pos Late
100001951	402	47886	160233	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	4438	NAMED	BPYKTIZUTYGOLE-BMNRKXRESA-N	CC(C(N/1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C/4C)=O)N3)N2	"bilirubin (E,Z or Z,E)*"	"bilirubin (E,Z or Z,E)*"		4705847	HMDB0000488	C00486	5799469	Pos Late
100002568	402	40173	159259	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	4442	NAMED	TYOWQSLRVAUSMI-WKULSOCRSA-N	OC(CCC1=C(C(CC(C(C2C)CC)NC2=O)=N/C1=C/C(NC(CC(C(C3CC)C)NC3=O)=C4C)=C4CCC(O)=O)C)=O	L-urobilin	L-urobilin	34217-90-8	4444369	HMDB0240259	C05793	5280818	Pos Late
100001882	402	52234	164199	Lipid	Hexosylceramides (HCER)	3084	NAMED	YMYQEDCYNANIPI-OQRGLTFYSA-N	OC1C(CO)OC(OC[C@H](NC(CCCCCCCCCCCCCCCCC)=O)[C@H](O)/C=C/CCCCCCCCCCCCC)C(O)C1O	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)						Pos Late
100009272	402	53013	166346	Lipid	Hexosylceramides (HCER)	3083	NAMED	VJLLLMIZEJJZTE-NNTBDIJYSA-N	[H][C@](O)([C@@](NC(CCCCCCCCCCCCCCC)=O)(CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[H])/C=C/CCCCCCCCCCCCC	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)						Pos Late
100015625	402	57421	211074	Lipid	Hexosylceramides (HCER)	3094	NAMED	BZVOAOVDSULRAB-NUBHLNQHSA-N	[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC	glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*	glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*						Pos Late
100015745	402	57453	211107	Lipid	Hexosylceramides (HCER)	3108	NAMED	WYTRSDHGWSSQLK-PCKKJQKNSA-N	OC(/C=C/CCCCCCCC/C=C\CCC)C(COC1C(O)C(O)C(O)C(CO)O1)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O	"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*"	"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*"						Pos Late
100015751	402	57448	211102	Lipid	Hexosylceramides (HCER)	3107	NAMED	ZTXYYHYUNQRYIR-BLIGVESQSA-N	CCCCCCCCCCCCC/C=C/C(O)C(NC(CCCCCCCCC/C=C/CCCCCCCCCCC)=O)COC1OC(CO)C(O)C(O)C1O	"glycosyl ceramide (d18:1/23:1, d17:1/24:1)*"	"glycosyl ceramide (d18:1/23:1, d17:1/24:1)*"						Pos Late
100015752	402	57444	211098	Lipid	Hexosylceramides (HCER)	3090	NAMED	KNDOGXSGCOJBRQ-UHRQUHAFSA-N	O=C(C(O)CCCCCCCCCCCC/C=C\CCCCCCCC)NC(COC1OC(CO)C(O)C(O)C1O)C(O)/C=C/CCCCCCCCCCCCC	glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*	glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*						Pos Late
100015882	402	57595	212143	Lipid	Hexosylceramides (HCER)	3104	NAMED	FXNTXJCUSRJUFN-QOSDPKFLSA-N	OCC(NC(CCCCCCCCCCCCCCCCCCC)=O)C(OC1OC(CO)C(O)C(O)C1O)/C=C/CCCCCCCCCCCCC	"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*"	"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*"						Pos Late
249	400	1768	155446	Amino Acid	Histidine Metabolism	86	NAMED	CQOVPNPJLQNMDC-ZETCQYMHSA-N	OC([C@H](CC1=CNC=N1)NC(CCN)=O)=O	carnosine	carnosine	305-84-0	388363	HMDB0000033	C00386	439224	Pos Early
355	209	59	123153	Amino Acid	Histidine Metabolism	72	NAMED	HNDVDQJCIGZPNO-UHFFFAOYSA-N	NC(C(O)=O)CC1=CN=CN1	histidine	histidine	5934-29-2	752	HMDB0000177	C00135	6274	Neg
100000042	209	15677	123265	Amino Acid	Histidine Metabolism	74	NAMED	JDHILDINMRGULE-LURJTMIESA-N	N[C@H](C(O)=O)CC1=CN=CN1C	3-methylhistidine	3-methylhistidine	368-16-1	58494	HMDB0000479	C01152	64969	Neg
100000044	209	15747	123273	Amino Acid	Histidine Metabolism	89	NAMED	MYYIAHXIVFADCU-QMMMGPOBSA-N	CN1C=NC=C1C[C@@H]([C@@](O)=O)NC(CCN)=O	anserine	anserine	10030-52-1	100482	HMDB0000194	C01262	112072	Neg
100000263	400	15716	155583	Amino Acid	Histidine Metabolism	85	NAMED	ACZFBYCNAVEFLC-UHFFFAOYSA-N	OC(C(O)=O)CC1=CN=CN1	imidazole lactate	imidazole lactate	14403-45-3	389128	HMDB0002320	C05568	793	Pos Early
100001051	209	30460	124693	Amino Acid	Histidine Metabolism	73	NAMED	BRMWTNUJHUMWMS-LURJTMIESA-N	N[C@H](C(O)=O)CC1=CN(C)C=N1	1-methylhistidine	1-methylhistidine	332-80-9	83153	HMDB0000001	C01152	92105	Neg
100001207	400	32349	155910	Amino Acid	Histidine Metabolism	99	NAMED	PRJKNHOMHKJCEJ-UHFFFAOYSA-N	O=C(O)CC1=CNC=N1	4-imidazoleacetate	4-imidazoleacetate	645-65-8	86856	HMDB0002024	C02835	96215	Pos Early
100001208	400	32350	155911	Amino Acid	Histidine Metabolism	93	NAMED	ZHCKPJGJQOPTLB-UHFFFAOYSA-N	O=C(O)CC1=CN(C)C=N1	1-methyl-4-imidazoleacetate	1-methyl-4-imidazoleacetate	2625-49-2	68319	HMDB0002820	C05828	75810	Pos Early
100001293	400	33946	156044	Amino Acid	Histidine Metabolism	75	NAMED	KBOJOGQFRVVWBH-ZETCQYMHSA-N	OC([C@@H](NC(C)=O)CC1=CNC=N1)=O	N-acetylhistidine	N-acetylhistidine	39145-52-3	68142	HMDB0032055	C02997	75619	Pos Early
100001668	400	61868	218616	Amino Acid	Histidine Metabolism	98	NAMED	AHPWEWASPTZMEK-UHFFFAOYSA-N	OCC(O1)C(O)C(O)C1N2C=NC(CC(O)=O)=C2	1-ribosyl-imidazoleacetate*	1-ribosyl-imidazoleacetate*	29605-99-0	4292299	HMDB0002331	C05131	440569	Pos Early
100002204	209	43256	149802	Amino Acid	Histidine Metabolism	77	NAMED	FKTXRTPBUWLETL-UHFFFAOYSA-N	O=C(O)C(NC(C)=O)CC1=CN=CN1C	N-acetyl-3-methylhistidine*	N-acetyl-3-methylhistidine*	37841-04-6	19993498	HMDB0240341		193270	Neg
100002500	400	43493	157017	Amino Acid	Histidine Metabolism	83	NAMED	NRXIKWMTVXPVEF-BYPYZUCNSA-N	OC([C@@H](NC=N)CCC(O)=O)=O	formiminoglutamate	formiminoglutamate	816-90-0	388370	HMDB0000854	C00439	439233	Pos Early
100002514	305	40473	152212	Amino Acid	Histidine Metabolism	79	NAMED	VWFWNXQAMGDPGG-UHFFFAOYSA-N	O=C1NC(C(CCC(O)=O)N1)=O	hydantoin-5-propionate	hydantoin-5-propionate	5624-26-0	761	HMDB0001212	C05565	782	Polar
100002910	400	62946	220814	Amino Acid	Histidine Metabolism	94	NAMED	UJCGYTCAMOHYCG-UHFFFAOYSA-N	O=C(O)CC1=CN=CN1C	1-methyl-5-imidazoleacetate	1-methyl-5-imidazoleacetate	4200-48-0	4954265	HMDB04988		6451814	Pos Early
100003434	400	40730	156802	Amino Acid	Histidine Metabolism	82	NAMED	ZCKYOWGFRHAZIQ-UHFFFAOYSA-N	OC(CCC1=CN=CN1)=O	imidazole propionate	imidazole propionate	1074-59-5	63798	HMDB0002271		70630	Pos Early
100004046	305	43488	147010	Amino Acid	Histidine Metabolism	88	NAMED	BKAYIFDRRZZKNF-VIFPVBQESA-N	OC([C@H](CC1=CN=CN1)NC(CCNC(C)=O)=O)=O	N-acetylcarnosine	N-acetylcarnosine	56353-15-2	8079136	HMDB0012881		9903482	Polar
100004299	400	43255	156987	Amino Acid	Histidine Metabolism	78	NAMED	GVRCKHXHWSYDEF-UHFFFAOYSA-N	OC(C(CC1=CN(C)C=N1)NC(C)=O)=O	N-acetyl-1-methylhistidine*	N-acetyl-1-methylhistidine*			HMDB0240340		53859791	Pos Early
363	305	1124	145716	Lipid	Inositol Metabolism	2223	NAMED	CDAISMWEOUEBRE-GPIVLXJGSA-N	O[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O	myo-inositol	myo-inositol	87-89-8	10239179	HMDB0000211	C00137	892	Polar
100001859	305	37112	145854	Lipid	Inositol Metabolism	2224	NAMED	CDAISMWEOUEBRE-LKPKBOIGSA-N	O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O	chiro-inositol	chiro-inositol	643-12-9	10254647	HMDB0240209	C19891		Polar
254	305	542	145710	Lipid	Ketone Bodies	1960	NAMED	WHBMMWSBFZVSSR-UHFFFAOYSA-N	CC(O)CC(O)=O	3-hydroxybutyrate (BHBA)	3-hydroxybutyrate (BHBA)	625-72-9	428	"HMDB0000442,HMDB0000357,HMDB0000011"	"C03197,C01089"	"94318,441,92135"	Polar
1218	400	33963	156059	Lipid	Ketone Bodies	1958	NAMED	WDJHALXBUFZDSR-UHFFFAOYSA-N	O=C(CC(C)=O)O	acetoacetate	acetoacetate	"3483-11-2,623-58-5"	94	HMDB0000060	C00164	96	Pos Early
100009030	402	53010	166340	Lipid	Lactosylceramides (LCER)	3113	NAMED	HLIJNIKSBCIDGO-QKLMXXKVSA-N	O=C(CCCCCCCCCCCCCCC)N[C@@]([C@]([H])(O)/C=C/CCCCCCCCCCCCC)([H])CO[C@H](O1)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@@H](O)[C@H]([C@H]2CO)O	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	4201-62-1		HMDB0006750		53477895	Pos Late
100015620	402	57370	210897	Lipid	Lactosylceramides (LCER)	3117	NAMED	MKOKWBRPIBQYJJ-WZBOJYASSA-N	[H][C@](NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O1)CO)[C@@](O)([H])/C=C/CCCCCCCCCCCCC	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*		24846896	HMDB0004872			Pos Late
100015623	402	57422	211075	Lipid	Lactosylceramides (LCER)	3116	NAMED	QYWVASPEUXEHSY-NNRNTGNWSA-N	[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O1)CO)[C@@](O)([H])/C=C/CCCCCCCCCCCCC	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*		24846893	HMDB0011594		44260143	Pos Late
100022479	209	64879	240090	Amino Acid	Lactoyl Amino Acid	641	NAMED		OC([C@@H](NC([C@H](C)O)=O)[C@H](CC)C)=O	N-lactoyl isoleucine	N-lactoyl isoleucine	210769-85-0					Neg
100022480	209	64880	240091	Amino Acid	Lactoyl Amino Acid	642	NAMED		OC([C@@H](NC([C@H](C)O)=O)CC(C)C)=O	N-lactoyl leucine	N-lactoyl leucine	210769-82-7					Neg
100022482	209	64881	240092	Amino Acid	Lactoyl Amino Acid	644	NAMED		OC([C@@H](NC([C@H](C)O)=O)CC1=CC=CC=C1)=O	N-lactoyl phenylalanine	N-lactoyl phenylalanine	183241-73-8					Neg
100022484	209	64882	240093	Amino Acid	Lactoyl Amino Acid	645	NAMED		OC([C@@H](NC([C@H](C)O)=O)CC1=CC=C(C=C1)O)=O	N-lactoyl tyrosine	N-lactoyl tyrosine	1373771-50-6					Neg
100022485	209	64883	240094	Amino Acid	Lactoyl Amino Acid	646	NAMED		OC([C@@H](NC([C@H](C)O)=O)C(C)C)=O	N-lactoyl valine	N-lactoyl valine	21753-44-6					Neg
111	305	1549	147711	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	433	NAMED	DBXBTMSZEOQQDU-UHFFFAOYSA-N	CC(C(O)=O)CO	3-hydroxyisobutyrate	3-hydroxyisobutyrate	2068-83-9	10140307	"HMDB0000023,HMDB0000336"	"C01188,C06001"	11966314	Polar
376	400	1125	155350	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	390	NAMED	AGPKZVBTJJNPAG-UHFFFAOYSA-N	NC(C(O)=O)C(C)CC	isoleucine	isoleucine	73-32-5	769	HMDB0000172	"C06418,C00407,C16424"	6306	Pos Early
397	400	60	155300	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	337	NAMED	ROHFNLRQFUQHCH-YFKPBYRVSA-N	O=C([C@H](CC(C)C)N)O	leucine	leucine	61-90-5		HMDB0000687	C00123	6106	Pos Early
566	209	1649	125742	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	421	NAMED	KZSNJWFQEVHDMF-BYPYZUCNSA-N	N[C@H](C(O)=O)C(C)C	valine	valine	72-18-4	6050	HMDB0000883	C00183	6287	Neg
1082	209	1587	126818	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	341	NAMED	WXNXCEHXYPACJF-ZETCQYMHSA-N	O=C(O)[C@H](CC(C)C)NC(C)=O	N-acetylleucine	N-acetylleucine	1188-21-2	64075	HMDB0011756	C02710	70912	Neg
1084	209	1591	124807	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	422	NAMED	IHYJTAOFMMMOPX-LURJTMIESA-N	O=C(O)[C@@H](NC(C)=O)C(C)C	N-acetylvaline	N-acetylvaline	96-81-1	60154	HMDB0011757		66789	Neg
1442	209	12129	126017	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	368	NAMED	AXFYFNCPONWUHW-UHFFFAOYSA-N	CC(C)(O)CC(O)=O	beta-hydroxyisovalerate	beta-hydroxyisovalerate	625-08-1	62571	HMDB0000754		69362	Neg
2051	305	15745	146490	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	415	NAMED	WXUAQHNMJWJLTG-UHFFFAOYSA-N	CC(C(O)=O)CC(O)=O	methylsuccinate	methylsuccinate	498-21-5	9922	HMDB0001844		10349	Polar
2054	305	15765	147158	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	412	NAMED	UKFXDFUAPNAMPJ-UHFFFAOYSA-N	CCC(C(O)=O)C(O)=O	ethylmalonate	ethylmalonate	601-75-2	11263	HMDB0000622		11756	Polar
100000036	209	15676	123263	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	399	NAMED	JVQYSWDUAOAHFM-UHFFFAOYSA-N	CCC(C)C(C(O)=O)=O	3-methyl-2-oxovalerate	3-methyl-2-oxovalerate	"51829-07-3,1460-34-0"	46	HMDB0000491	"C03465,C06008,C00671"	"439286,440877"	Neg
100000551	209	22116	124905	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	348	NAMED	BKAJNAXTPSGJCU-UHFFFAOYSA-N	CC(C)CC(C(O)=O)=O	4-methyl-2-oxopentanoate	4-methyl-2-oxopentanoate	816-66-0	69	HMDB0000695	C00233	70	Neg
100000706	209	22132	124683	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	352	NAMED	LVRFTAZAXQPQHI-UHFFFAOYSA-N	OC(C(CC(C)C)O)=O	alpha-hydroxyisocaproate	alpha-hydroxyisocaproate	10303-64-7	75520	"HMDB0000665,HMDB00746,HMDB0000624"	C03264	"83697,92779,439960"	Neg
100000708	209	44656	126996	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	356	NAMED	GWYFCOCPABKNJV-UHFFFAOYSA-N	CC(C)CC(O)=O	isovalerate (i5:0)	isovalerate (C5)	503-74-2	10001	HMDB0000718	C08262	10430	Neg
100000936	209	44526	124713	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	428	NAMED	QHKABHOOEWYVLI-UHFFFAOYSA-N	OC(C(C(C)C)=O)=O	3-methyl-2-oxobutyrate	3-methyl-2-oxobutyrate	3715-29-5	48	HMDB0000019	C00141	49	Neg
100001055	400	33441	156017	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	431	NAMED	LRCNOZRCYBNMEP-VIFPVBQESA-N	CC(C)C(O[C@@H](CC([O-])=O)C[N+](C)(C)C)=O	isobutyrylcarnitine (C4)	isobutyrylcarnitine (C4)	25518-49-4		HMDB0000736		168379	Pos Early
100001170	209	32397	125810	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	410	NAMED	ZMZQVAUJTDKQGE-UHFFFAOYSA-N	O=C(O)C(CC)CO	3-hydroxy-2-ethylpropionate	3-hydroxy-2-ethylpropionate	4374-62-3	164207	HMDB0000396		188979	Neg
100001276	400	33967	156061	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	392	NAMED	JDTWZSUNGHMMJM-MSZQBOFLSA-N	CC(N[C@H](C(O)=O)C(C)CC)=O	N-acetylisoleucine	N-acetylisoleucine	3077-46-1	2081100	HMDB0061684		306109	Pos Early
